lep1_pt,lep2_pt,lep3_pt,lep1_charge,lep2_charge,lep3_charge,lep1_d0,lep2_d0,lep3_d0,lep1_d0sig,lep2_d0sig,lep3_d0sig,lep1_e,lep2_e,lep3_e,lep1_eta,lep2_eta,lep3_eta,lep1_phi,lep2_phi,lep3_phi,lep1_ptvarcone30,lep2_ptvarcone30,lep3_ptvarcone30,lep1_topoetcone20,lep2_topoetcone20,lep3_topoetcone20,lep1_z0,lep2_z0,lep3_z0,jet_n,met,met_phi
130.71182,48.534733,8.720715,1,-1,-1,0.0014236424,-0.007904287,-0.032156315,0.05678755,-0.5522138,-0.63067204,425.54196,100.04721,45.311695,-1.8490468,-1.351677,2.3316195,0.248013,-0.8087974,1.6686455,0.0,0.0,0.0,1.3867241,0.5553639,-0.071867764,0.05395317,-0.016775131,0.985054,2,11.507626,3.1216943
19.481064,17.376144,18.604902,1,1,-1,-0.13252775,0.013814992,0.053638656,-5.278005,0.28117904,1.1109786,19.724356,35.362656,54.754757,0.15787795,1.3370049,-1.7423862,-2.5583599,-0.19510268,-2.078474,4.8770795,0.0,0.0,165.16475,0.99693894,0.25911695,0.2373352,0.061481476,-0.018218994,3,26.263506,1.3198938
167.54686,45.024483,32.842197,1,-1,-1,-0.007116577,0.026860738,-0.041709464,-0.4424747,0.887519,-0.9654494,323.615,178.37871,134.80072,1.2764677,2.0535274,2.0900493,3.012245,-2.4722576,2.9524887,0.0,0.0,2.619798,-2.0928075,-0.9216299,25.249994,-0.027557373,-0.072603226,-0.16238976,3,22.355537,0.8571033
80.950874,22.80189,9.6890955,1,-1,-1,0.0025023483,0.015739301,-0.024647212,0.1780448,1.0181524,-0.9946203,140.17828,22.91507,18.533028,-1.1459298,-0.09959473,-1.2650648,2.9201734,-1.3175693,2.57101,0.0,0.0,43.17036,5.1221433,-0.26214242,15.41577,0.00680542,-0.026313782,-0.0092430115,0,29.859968,2.5011635
30.883406,58.798645,24.37811,-1,-1,-1,0.21268886,-0.0021348174,0.09134408,10.628037,-0.14547642,4.963626,151.45721,133.14574,24.524466,2.2726707,1.457708,-0.10952194,-1.2454902,2.3435977,0.2790223,0.0,0.0,7.316447,-0.4704777,1.5548419,3.975415,-0.068618774,0.013031006,-0.10604477,1,26.760628,0.73967695
47.296204,42.954906,8.945241,1,-1,1,0.015051627,-0.018414192,0.010850217,1.0593588,-0.8492026,0.3587294,60.67337,77.5162,49.091053,-0.7354287,-1.1959751,2.3872962,-0.3539767,2.4823887,-1.5612258,0.0,0.0,8.506329,0.26263002,-0.8135942,8.2507515,0.042057037,0.009593964,0.15412903,2,75.07978,-2.4622364
216.4089,59.989147,59.326275,-1,1,-1,-0.003877438,-0.005983585,0.5778889,-0.26438603,-0.42988083,40.989147,297.4856,92.046906,76.19337,0.8406439,0.992571,0.73725873,-1.1146393,-1.918324,1.8884072,0.0,0.0,2.5023298,0.4283933,1.0838724,21.805134,0.040431976,-0.052043915,0.6190529,1,27.117792,2.29784
51.713707,19.05463,7.3514,1,-1,1,-0.017786764,-0.2916067,-0.88041824,-1.2609377,-11.094118,-25.938448,54.251205,23.529526,9.05489,-0.31200036,-0.67259055,-0.6682646,2.7337296,0.89904696,0.8977028,0.0,7.8036737,34.013416,0.3064679,37.20226,52.204845,-0.061264038,-0.729187,-2.529663,2,95.65817,0.83047456
102.449905,13.385892,7.7731414,-1,1,1,0.01427061,-0.004891315,-0.069260225,0.76496595,-0.18627352,-2.2247689,257.61255,13.665459,8.474001,1.5731153,0.2040242,-0.42152333,2.2107658,-1.6236948,-0.95855707,0.0,0.0,24.725348,1.7142173,1.6945742,12.807598,-0.064567566,-0.12017059,0.03553772,1,22.62033,-0.8059436
89.91874,34.251896,7.9737425,-1,1,-1,0.03741896,-0.008350096,-0.09869266,2.3543262,-0.5292639,-4.5738707,133.04565,39.174324,8.780603,0.9439686,0.529899,0.44615638,-1.4019674,0.40679115,1.8210369,0.0,0.0,47.83861,2.1908076,-0.33932775,28.696379,-0.0739975,0.050312042,0.0635643,0,12.215272,1.8323618
