lep1_pt,lep2_pt,lep3_pt,lep1_charge,lep2_charge,lep3_charge,lep1_d0,lep2_d0,lep3_d0,lep1_d0sig,lep2_d0sig,lep3_d0sig,lep1_e,lep2_e,lep3_e,lep1_eta,lep2_eta,lep3_eta,lep1_phi,lep2_phi,lep3_phi,lep1_ptvarcone30,lep2_ptvarcone30,lep3_ptvarcone30,lep1_topoetcone20,lep2_topoetcone20,lep3_topoetcone20,lep1_z0,lep2_z0,lep3_z0,jet_n,met,met_phi
67.63065,57.281532,54.148754,-1,1,-1,0.004317928,-0.0030104383,0.100367375,0.3196954,-0.23687603,3.804807,70.34912,58.913296,67.788155,0.2825927,0.2381282,0.69565874,-2.5213742,-0.92967343,-2.177124,0.0,0.0,0.0,0.39678845,-0.14138153,0.8539596,0.062636375,0.069300175,-0.020830154,2,51.08085,-0.3817066
90.83501,40.77846,69.966934,1,-1,-1,0.011029474,-0.012544383,-0.006983207,0.6106046,-0.74190086,-0.5263827,94.13871,94.89712,109.727844,-0.268894,-1.488053,1.021148,-1.5025072,-2.5406868,-0.8748663,0.0,0.0,0.0,0.43311083,-0.016092803,-0.12783898,-0.027301788,0.03944397,-0.14619827,2,55.41494,2.2161808
51.157883,40.339268,18.325693,1,-1,-1,-0.00038077135,0.015755236,-0.0023197462,-0.025715234,0.85636353,-0.15558422,52.81684,76.998116,51.170746,-0.25398597,1.2626029,1.6862826,-2.7215302,-1.5124377,-2.8589218,0.0,0.0,0.0,-0.0023778686,1.2309434,2.3681684,-0.1362915,0.0066833496,0.01902771,0,85.75605,0.7836252
18.537292,18.248009,25.491049,1,-1,1,0.063221134,0.27528208,0.01523271,1.9383388,15.418014,1.0317224,90.19667,18.303747,34.377647,-2.264624,-0.07814031,-0.8124658,-1.4044142,-1.073949,1.793147,0.0,8.070039,0.0,0.6689824,1.7306775,0.47752336,-0.9988127,0.0066184998,0.015832901,0,27.438454,-2.612239
41.991528,31.022385,70.95523,1,-1,1,-0.002883272,-0.0074663954,-0.001011069,-0.17591773,-0.4701896,-0.08103884,127.092896,36.23241,124.330215,1.7721163,-0.5717312,-1.1603644,-2.8428864,1.3252658,-2.1904204,0.0,0.0,0.0,0.20901026,-0.34504133,-0.8972005,-0.14787674,0.059402466,-0.0046081543,0,56.947872,1.0592253
37.268124,28.09899,37.957325,-1,1,-1,-0.0038313982,0.0017690326,0.002951678,-0.25346756,0.12490988,0.20549056,97.288795,28.367874,154.97865,1.6138059,-0.13818057,2.0846264,-1.3249416,2.5696604,-0.8109911,0.0,1.1194139,0.0,5.3210516,3.4141343,-0.5537034,0.026518345,0.009345055,-0.037415028,0,41.280952,1.1547983
66.89853,65.105804,33.050663,-1,1,1,0.014244435,0.008111449,0.007961691,1.0836575,0.6570388,0.58680856,75.76516,154.16637,53.34125,-0.50933075,-1.5072623,1.0580347,2.9183671,-1.4771211,-2.607709,0.0,0.0,0.0,-0.6616333,-0.57008433,-0.17920862,0.0045547485,0.0603714,-0.0044937134,2,87.67289,0.42213
62.726036,52.76211,43.971382,1,-1,1,-0.002399719,-0.0035115115,-0.009634845,-0.19240399,-0.25195906,-0.5068435,65.07314,56.097996,49.131653,-0.27271715,0.35375068,0.47985223,0.985411,-1.1110452,-0.5403524,1.487282,0.0,0.0,0.7223663,-0.4186795,2.6773715,0.0205307,-0.13006592,-0.06147003,3,88.42342,0.20387557
44.868744,27.65077,19.362532,-1,1,1,0.02161452,0.0076896534,-0.004266286,1.7211125,0.507027,-0.25237575,45.12959,99.20093,91.31547,0.10775133,-1.9506254,-2.2326922,-1.6271322,-2.3272533,3.0774257,0.0,0.0,0.0,-0.50336885,-0.59239465,1.2307713,0.100795746,-0.03938675,-0.13984299,4,72.74148,0.45112023
76.6044,18.949333,18.486794,-1,-1,1,0.0035424083,0.0067342753,-0.0056011584,0.2668132,0.43339688,-0.40809584,125.98262,40.38388,39.430504,-1.0818785,1.3895646,1.3904942,-2.4361255,2.4079487,1.9183383,0.0,0.0,0.0,1.0545022,-0.50674444,-0.50674444,0.008480072,-0.087265015,0.0058670044,2,41.978065,2.134639
